# word|category|difficulty
# Single-word entries only. Difficulties: easy, medium, hard.
שן|חלקי גוף|easy
לשון|חלקי גוף|easy
צוואר|חלקי גוף|easy
כתף|חלקי גוף|easy
יד|חלקי גוף|easy
זרוע|חלקי גוף|easy
מרפק|חלקי גוף|easy
אצבע|חלקי גוף|easy
כףיד|חלקי גוף|easy
רגל|חלקי גוף|easy
ברך|חלקי גוף|easy
קרסול|חלקי גוף|easy
כףרגל|חלקי גוף|easy
גב|חלקי גוף|easy
חזה|חלקי גוף|easy
בטן|חלקי גוף|easy
מותן|חלקי גוף|easy
ירך|חלקי גוף|easy
שוק|חלקי גוף|easy
עקב|חלקי גוף|easy
ציפורן|חלקי גוף|easy
שיער|חלקי גוף|easy
עור|חלקי גוף|easy
מצח|חלקי גוף|easy
לחי|חלקי גוף|easy
סנטר|חלקי גוף|easy
שפה|חלקי גוף|easy
ריס|חלקי גוף|easy
גבה|חלקי גוף|easy
אישון|חלקי גוף|easy
עצם|חלקי גוף|easy
שריר|חלקי גוף|easy
לב|חלקי גוף|easy
ריאות|חלקי גוף|easy
קיבה|חלקי גוף|easy
כבד|חלקי גוף|easy
כליה|חלקי גוף|easy
טחול|חלקי גוף|easy
מעי|חלקי גוף|easy
לבלב|חלקי גוף|medium
שלד|חלקי גוף|medium
עמודשדרה|חלקי גוף|medium
חוליה|חלקי גוף|medium
מפרק|חלקי גוף|medium
גיד|חלקי גוף|medium
רצועה|חלקי גוף|medium
סחוס|חלקי גוף|medium
מח|חלקי גוף|medium
מוחון|חלקי גוף|medium
עצב|חלקי גוף|medium
וריד|חלקי גוף|medium
עורק|חלקי גוף|medium
נימים|חלקי גוף|medium
דופק|חלקי גוף|medium
לוע|חלקי גוף|medium
ושט|חלקי גוף|medium
קנה|חלקי גוף|medium
גרון|חלקי גוף|medium
מיתר|חלקי גוף|medium
לסת|חלקי גוף|medium
חך|חלקי גוף|medium
גולגולת|חלקי גוף|medium
שכמה|חלקי גוף|medium
צלע|חלקי גוף|medium
אגן|חלקי גוף|medium
ערמונית|חלקי גוף|hard
רחם|חלקי גוף|hard
שחלה|חלקי גוף|hard
אשך|חלקי גוף|hard
שליה|חלקי גוף|hard
תימוס|חלקי גוף|hard
לימפה|חלקי גוף|hard
בלוטה|חלקי גוף|hard
יותרת|חלקי גוף|hard
אלרגיה|חלקי גוף|hard
סינוס|חלקי גוף|hard
קשתית|חלקי גוף|hard
קרנית|חלקי גוף|hard
רשתית|חלקי גוף|hard
שקדים|חלקי גוף|hard
רירית|חלקי גוף|hard
שחפת|חלקי גוף|hard
סרעפת|חלקי גוף|hard
פיקה|חלקי גוף|hard
אינסולין|חלקי גוף|hard

מחשב|טכנולוגיה|easy
טלפון|טכנולוגיה|easy
מסך|טכנולוגיה|easy
מקלדת|טכנולוגיה|easy
עכבר|טכנולוגיה|easy
אינטרנט|טכנולוגיה|easy
דפדפן|טכנולוגיה|easy
אפליקציה|טכנולוגיה|easy
משחקון|טכנולוגיה|easy
מצלמה|טכנולוגיה|easy
רמקול|טכנולוגיה|easy
אוזניה|טכנולוגיה|easy
מטען|טכנולוגיה|easy
סוללה|טכנולוגיה|easy
כבל|טכנולוגיה|easy
רשת|טכנולוגיה|easy
מודם|טכנולוגיה|easy
ראוטר|טכנולוגיה|easy
מדפסת|טכנולוגיה|easy
סורק|טכנולוגיה|easy
קובץ|טכנולוגיה|easy
תיקיה|טכנולוגיה|easy
קוד|טכנולוגיה|easy
תוכנה|טכנולוגיה|easy
חומרה|טכנולוגיה|easy
שרת|טכנולוגיה|easy
ענן|טכנולוגיה|easy
גיבוי|טכנולוגיה|easy
עדכון|טכנולוגיה|easy
התקנה|טכנולוגיה|easy
חשמל|טכנולוגיה|easy
מכשיר|טכנולוגיה|easy
חיישן|טכנולוגיה|easy
מסוף|טכנולוגיה|easy
ממשק|טכנולוגיה|easy
קישור|טכנולוגיה|easy
קליטה|טכנולוגיה|easy
שידור|טכנולוגיה|easy
קליק|טכנולוגיה|easy
הדפסה|טכנולוגיה|easy
קידוד|טכנולוגיה|medium
אלגוריתם|טכנולוגיה|medium
פרוטוקול|טכנולוגיה|medium
דאטה|טכנולוגיה|medium
נתונים|טכנולוגיה|medium
מסדנתונים|טכנולוגיה|medium
בינה|טכנולוגיה|medium
למידה|טכנולוגיה|medium
רובוט|טכנולוגיה|medium
רחפן|טכנולוגיה|medium
ניווט|טכנולוגיה|medium
לווין|טכנולוגיה|medium
אנטנה|טכנולוגיה|medium
קרינה|טכנולוגיה|medium
לייזר|טכנולוגיה|medium
פוטון|טכנולוגיה|medium
קונסולה|טכנולוגיה|medium
מערכת|טכנולוגיה|medium
קונפיגורציה|טכנולוגיה|medium
תצוגה|טכנולוגיה|medium
חיבור|טכנולוגיה|medium
סנכרון|טכנולוגיה|medium
אבטחה|טכנולוגיה|medium
הצפנה|טכנולוגיה|medium
סיסמה|טכנולוגיה|medium
הרשאה|טכנולוגיה|medium
גישה|טכנולוגיה|medium
קול|טכנולוגיה|medium
וידאו|טכנולוגיה|medium
תמונה|טכנולוגיה|medium
אודיו|טכנולוגיה|medium
גרפיקה|טכנולוגיה|medium
רזולוציה|טכנולוגיה|medium
דחיסה|טכנולוגיה|medium
חיישנים|טכנולוגיה|medium
בקר|טכנולוגיה|medium
מיקרו|טכנולוגיה|medium
מעגל|טכנולוגיה|medium
שבב|טכנולוגיה|medium
טרנזיסטור|טכנולוגיה|hard
מוליך|טכנולוגיה|hard
מבודד|טכנולוגיה|hard
פרוססור|טכנולוגיה|hard
תדר|טכנולוגיה|hard
מתח|טכנולוגיה|hard
זרם|טכנולוגיה|hard
עכבה|טכנולוגיה|hard
קוואנטום|טכנולוגיה|hard
ננו|טכנולוגיה|hard
ביומטריה|טכנולוגיה|hard
הולוגרמה|טכנולוגיה|hard
הדמיה|טכנולוגיה|hard
אופטיקה|טכנולוגיה|hard
סימולציה|טכנולוגיה|hard
אוטומציה|טכנולוגיה|hard
אינטגרציה|טכנולוגיה|hard
וירטואל|טכנולוגיה|hard
בלוקציין|טכנולוגיה|hard

כדורגל|ספורט|easy
כדורסל|ספורט|easy
טניס|ספורט|easy
שחייה|ספורט|easy
ריצה|ספורט|easy
קפיצה|ספורט|easy
קפיצהבגובה|ספורט|easy
קפיצהלרוחק|ספורט|easy
אופניים|ספורט|easy
גלישה|ספורט|easy
סקי|ספורט|easy
החלקה|ספורט|easy
גולף|ספורט|easy
בייסבול|ספורט|easy
כדוריד|ספורט|easy
כדורעף|ספורט|easy
בדמינטון|ספורט|easy
פינגפונג|ספורט|easy
איגרוף|ספורט|easy
גודו|ספורט|easy
קראטה|ספורט|easy
טאקוונדו|ספורט|easy
קפוארה|ספורט|easy
קפיצהחבל|ספורט|easy
שייט|ספורט|easy
חתירה|ספורט|easy
ספורטמים|ספורט|easy
מרתון|ספורט|easy
אימון|ספורט|easy
תחרות|ספורט|easy
ניצחון|ספורט|easy
הפסד|ספורט|easy
שיא|ספורט|easy
אצטדיון|ספורט|easy
מגרש|ספורט|easy
מאמן|ספורט|easy
שופט|ספורט|easy
קבוצה|ספורט|easy
שחקן|ספורט|easy
כדור|ספורט|easy
רשת|ספורט|easy
רקטה|ספורט|easy
מחבט|ספורט|easy
כפפה|ספורט|easy
קסדה|ספורט|easy
מדים|ספורט|easy
כדורגלן|ספורט|easy
שחיין|ספורט|easy
רץ|ספורט|easy
קופץ|ספורט|easy
מתאגרף|ספורט|easy
גולש|ספורט|easy

אמנות|אמנות|easy
ציור|אמנות|easy
פיסול|אמנות|easy
צילום|אמנות|easy
מחול|אמנות|easy
תיאטרון|אמנות|easy
מוזיקה|אמנות|easy
שירה|אמנות|easy
נגינה|אמנות|easy
ספרות|אמנות|easy
שירהכתובה|אמנות|easy
סיפור|אמנות|easy
רומן|אמנות|easy
קומיקס|אמנות|easy
איור|אמנות|easy
קריקטורה|אמנות|easy
עיצוב|אמנות|easy
קולאז|אמנות|easy
פסיפס|אמנות|easy
תערוכה|אמנות|easy
גלריה|אמנות|easy
אומן|אמנות|easy
אומנית|אמנות|easy
יצירה|אמנות|easy
במה|אמנות|easy
מופע|אמנות|easy
מחזה|אמנות|easy
תסריט|אמנות|easy
דיאלוג|אמנות|easy
דמות|אמנות|easy
עלילה|אמנות|easy
סצנה|אמנות|easy
תפאורה|אמנות|easy
תאורה|אמנות|easy
תלבושת|אמנות|easy
במאי|אמנות|easy
שחקן|אמנות|easy
קהל|אמנות|easy
סרט|אמנות|easy
עריכה|אמנות|easy
מוזיאון|אמנות|easy
פסנתר|אמנות|easy
גיטרה|אמנות|easy
כינור|אמנות|easy
תוף|אמנות|easy
חליל|אמנות|easy
חצוצרה|אמנות|easy
תזמורת|אמנות|easy
שיר|אמנות|easy
מנגינה|אמנות|easy
ריקוד|אמנות|easy
בלט|אמנות|medium
אופרה|אמנות|medium
קונצרט|אמנות|medium
סימפוניה|אמנות|medium
הרמוניה|אמנות|medium
מלודיה|אמנות|medium
קצב|אמנות|medium
ריתמוס|אמנות|medium
סקיצה|אמנות|medium
רישום|אמנות|medium
מכחול|אמנות|medium
צבעי|אמנות|medium
דיוקן|אמנות|medium
נוף|אמנות|medium
אבסטרקט|אמנות|medium
סוריאליזם|אמנות|medium
אימפרסיה|אמנות|medium
פרספקטיבה|אמנות|medium
קומפוזיציה|אמנות|medium
מיצג|אמנות|medium
מיצב|אמנות|medium
מחולל|אמנות|medium
כוריאוגרפיה|אמנות|medium
שירהמדוברת|אמנות|medium
פואמה|אמנות|medium
אלגוריה|אמנות|medium
מטאפורה|אמנות|medium
סמליות|אמנות|medium
מיניאטורה|אמנות|medium
חריטה|אמנות|medium
תחריט|אמנות|medium
אנימציה|אמנות|medium
איורדיגיטלי|אמנות|medium
סטופמושן|אמנות|medium
דוקו|אמנות|medium
קצר|אמנות|medium
ארט|אמנות|medium
אומנותיות|אמנות|medium
פרפורמנס|אמנות|medium
פרסקו|אמנות|hard
פסטיש|אמנות|hard
פואטיקה|אמנות|hard
אסתטיקה|אמנות|hard
איקונוגרפיה|אמנות|hard
פולקלור|אמנות|hard
אוונגרד|אמנות|hard
דדא|אמנות|hard
מינימליזם|אמנות|hard
ברוק|אמנות|hard

סלון|בית|easy
מטבח|בית|easy
חדר|בית|easy
חדרשינה|בית|easy
חדררחצה|בית|easy
שירותים|בית|easy
מסדרון|בית|easy
מרפסת|בית|easy
גג|בית|easy
מדרגות|בית|easy
דלת|בית|easy
חלון|בית|easy
קיר|בית|easy
רצפה|בית|easy
תקרה|בית|easy
ארון|בית|easy
שידה|בית|easy
מגירה|בית|easy
מיטה|בית|easy
כרית|בית|easy
שמיכה|בית|easy
סדין|בית|easy
מזרן|בית|easy
ספה|בית|easy
כורסה|בית|easy
כיסא|בית|easy
שולחן|בית|easy
שולחןאוכל|בית|easy
מנורה|בית|easy
וילון|בית|easy
שטיח|בית|easy
מטאטא|בית|easy
מגב|בית|easy
דלי|בית|easy
מטלית|בית|easy
סמרטוט|בית|easy
פח|בית|easy
פחזבל|בית|easy
מראה|בית|easy
תמונה|בית|easy
מדף|בית|easy
מתלה|בית|easy
מקלחת|בית|easy
אמבטיה|בית|easy
כיור|בית|easy
ברז|בית|easy
אסלה|בית|easy
ניאגרה|בית|easy
שואב|בית|easy
מכונתכביסה|בית|medium
מייבש|בית|medium
מדיח|בית|medium
מקרר|בית|medium
מקפיא|בית|medium
תנור|בית|medium
כיריים|בית|medium
מיקרוגל|בית|medium
קומקום|בית|medium
טוסטר|בית|medium
בלנדר|בית|medium
מיקסר|בית|medium
סיר|בית|medium
מחבת|בית|medium
מכסה|בית|medium
קרשחיתוך|בית|medium
מערוך|בית|medium
קולפן|בית|medium
פותחן|בית|medium
כףמדידה|בית|medium
כוסמדידה|בית|medium
מגרדת|בית|medium
מסננת|בית|medium
מטרפה|בית|medium
תבנית|בית|medium
קופסה|בית|medium
כלי|בית|medium
קערה|בית|medium
צלחת|בית|medium
סכין|בית|medium
מזלג|בית|medium
כפית|בית|medium
כף|בית|medium
מפית|בית|medium
מגירה|בית|medium
ארגז|בית|medium
מדחום|בית|medium
תריס|בית|medium
פאנל|בית|medium
שלט|בית|medium
שואבמרכזי|בית|hard
מערכתקול|בית|hard
תרמוסטט|בית|hard
מאוורר|בית|hard
רדיאטור|בית|hard
גלאי|בית|hard
אזעקה|בית|hard
אינטרקום|בית|hard
מצלמתאבטחה|בית|hard
מנעולחכם|בית|hard
שקעים|בית|hard
נתיך|בית|hard
מפסק|בית|hard
לוחחשמל|בית|hard
צנרת|בית|hard
ביוב|בית|hard
בידוד|בית|hard
איטום|בית|hard

מכונית|תחבורה|easy
אוטובוס|תחבורה|easy
רכבת|תחבורה|easy
מונית|תחבורה|easy
אופנוע|תחבורה|easy
קטנוע|תחבורה|easy
אופניים|תחבורה|easy
משאית|תחבורה|easy
ואן|תחבורה|easy
טנדר|תחבורה|easy
מטוס|תחבורה|easy
מסוק|תחבורה|easy
סירה|תחבורה|easy
יאכטה|תחבורה|easy
מעבורת|תחבורה|easy
קיאק|תחבורה|easy
רכב|תחבורה|easy
כביש|תחבורה|easy
צומת|תחבורה|easy
רמזור|תחבורה|easy
מעברחציה|תחבורה|easy
תחנה|תחבורה|easy
נמל|תחבורה|easy
שדהתעופה|תחבורה|easy
מסלול|תחבורה|easy
חניה|תחבורה|easy
תמרור|תחבורה|easy
דלק|תחבורה|easy
מצבר|תחבורה|easy
גלגל|תחבורה|easy
צמיג|תחבורה|easy
הגה|תחבורה|easy
בלם|תחבורה|easy
דוושה|תחבורה|easy
מנוע|תחבורה|easy
גיר|תחבורה|easy
אורות|תחבורה|easy
מראתצד|תחבורה|easy
חלון|תחבורה|easy
דלת|תחבורה|easy
מושב|תחבורה|easy
חגורה|תחבורה|easy
קסדה|תחבורה|easy
רישוי|תחבורה|easy
רישיון|תחבורה|easy
נסיעה|תחבורה|easy
טיסה|תחבורה|easy
עיכוב|תחבורה|easy
פקק|תחבורה|easy
מפה|תחבורה|easy
ניווט|תחבורה|easy
מסלולנסיעה|תחבורה|easy
תחבורהציבורית|תחבורה|medium
רכבל|תחבורה|medium
מטרו|תחבורה|medium
חשמלית|תחבורה|medium
טרמינל|תחבורה|medium
מסוף|תחבורה|medium
רמפה|תחבורה|medium
קרון|תחבורה|medium
קטר|תחבורה|medium
קרוןשינה|תחבורה|medium
עגלה|תחבורה|medium
טרקטורון|תחבורה|medium
רכביורד|תחבורה|medium
גשר|תחבורה|medium
מנהרה|תחבורה|medium
מחלף|תחבורה|medium
מעקף|תחבורה|medium
אגרה|תחבורה|medium
תאונה|תחבורה|medium
גרירה|תחבורה|medium
מוסך|תחבורה|medium
טסט|תחבורה|medium
בדיקה|תחבורה|medium
תדלוק|תחבורה|medium
תחנתדלק|תחבורה|medium
תדלוקית|תחבורה|medium
מדמה|תחבורה|medium
לוחזמנים|תחבורה|medium
סטייה|תחבורה|medium
מרחק|תחבורה|medium
מהירות|תחבורה|medium
מדמהנהיגה|תחבורה|medium
מערכתבלימה|תחבורה|hard
כריתאויר|תחבורה|hard
מתלה|תחבורה|hard
דיפרנציאל|תחבורה|hard
תיבתתמסורת|תחבורה|hard
דלקנים|תחבורה|hard
אינדיקטור|תחבורה|hard
גיראוטומטי|תחבורה|hard
גירטיפטרוניק|תחבורה|hard

גשם|מזג אוויר|easy
שלג|מזג אוויר|easy
ברד|מזג אוויר|easy
רוח|מזג אוויר|easy
שמש|מזג אוויר|easy
ענן|מזג אוויר|easy
חום|מזג אוויר|easy
קור|מזג אוויר|easy
לחות|מזג אוויר|easy
יובש|מזג אוויר|easy
סערה|מזג אוויר|easy
ערפל|מזג אוויר|easy
טפטוף|מזג אוויר|easy
סופה|מזג אוויר|easy
ברק|מזג אוויר|easy
רעם|מזג אוויר|easy
קשת|מזג אוויר|easy
אובך|מזג אוויר|easy
חמסין|מזג אוויר|easy
כפור|מזג אוויר|easy
טמפרטורה|מזג אוויר|easy
תחזית|מזג אוויר|easy
עננות|מזג אוויר|easy
קיץ|מזג אוויר|easy
חורף|מזג אוויר|easy
אביב|מזג אוויר|easy
סתיו|מזג אוויר|easy
טיפות|מזג אוויר|easy
טורנדו|מזג אוויר|medium
הוריקן|מזג אוויר|medium
צונמי|מזג אוויר|medium
מונסון|מזג אוויר|medium
שלגכבד|מזג אוויר|medium
טפטוףכבד|מזג אוויר|medium
ממטר|מזג אוויר|medium
גשמים|מזג אוויר|medium
זריחה|מזג אוויר|medium
שקיעה|מזג אוויר|medium
רוחות|מזג אוויר|medium
לחץ|מזג אוויר|medium
מדד|מזג אוויר|medium
שפל|מזג אוויר|medium
גאות|מזג אוויר|medium
הפשרה|מזג אוויר|medium
הקפאה|מזג אוויר|medium
ערפיח|מזג אוויר|medium
בריזה|מזג אוויר|medium
קרירות|מזג אוויר|medium
שרב|מזג אוויר|medium
אבק|מזג אוויר|medium
קרחון|מזג אוויר|medium
גשםחזק|מזג אוויר|medium
משקעים|מזג אוויר|medium
טמפרטורות|מזג אוויר|medium
מערבולת|מזג אוויר|medium
מערכת|מזג אוויר|medium
תנאים|מזג אוויר|medium
מופעים|מזג אוויר|medium
תאורה|מזג אוויר|medium
לחותיתר|מזג אוויר|hard
מחנק|מזג אוויר|hard
קרירון|מזג אוויר|hard
ברדכבד|מזג אוויר|hard
סופהחולית|מזג אוויר|hard
סופתשלג|מזג אוויר|hard
שיטפון|מזג אוויר|hard
שטפון|מזג אוויר|hard
גשםקרח|מזג אוויר|hard
מדבריות|מזג אוויר|hard
אקלים|מזג אוויר|hard
מטאורולוגיה|מזג אוויר|hard

יום|זמן|easy
לילה|זמן|easy
בוקר|זמן|easy
צהריים|זמן|easy
ערב|זמן|easy
שעה|זמן|easy
דקה|זמן|easy
שניה|זמן|easy
שבוע|זמן|easy
חודש|זמן|easy
שנה|זמן|easy
אתמול|זמן|easy
היום|זמן|easy
מחר|זמן|easy
עכשיו|זמן|easy
מוקדם|זמן|easy
מאוחר|זמן|easy
רגע|זמן|easy
זמן|זמן|easy
משך|זמן|easy
תקופה|זמן|easy
עידן|זמן|easy
תאריך|זמן|easy
לוח|זמן|easy
שגרה|זמן|easy
חופשה|זמן|easy
חג|זמן|easy
שבת|זמן|easy
חופש|זמן|easy
שינה|זמן|easy
נופש|זמן|easy
פרק|זמן|easy
פרקזמן|זמן|easy
מועד|זמן|easy
תור|זמן|easy
דחייה|זמן|easy
מוקד|זמן|easy
תחילה|זמן|easy
סיום|זמן|easy
קצה|זמן|easy
מחזור|זמן|easy
מחזוריות|זמן|easy
עונה|זמן|easy
אביב|זמן|easy
קיץ|זמן|easy
סתיו|זמן|easy
חורף|זמן|easy
שגרהיומית|זמן|medium
לוחזמנים|זמן|medium
דדליין|זמן|medium
תזמון|זמן|medium
עיכוב|זמן|medium
השהיה|זמן|medium
ניצול|זמן|medium
ניהולזמן|זמן|medium
דיוק|זמן|medium
מדידה|זמן|medium
ספירה|זמן|medium
איטיות|זמן|medium
זריזות|זמן|medium
קצב|זמן|medium
דופק|זמן|medium
מחזורחיים|זמן|medium
קבוע|זמן|medium
זמני|זמן|medium
עתיד|זמן|medium
עבר|זמן|medium
הווה|זמן|medium
למפרע|זמן|medium
זמינות|זמן|medium
תדירות|זמן|medium
מרווח|זמן|medium
פרק|זמן|medium
סגירה|זמן|medium
פתיחה|זמן|medium
רצף|זמן|medium
רגעיות|זמן|medium
קצרמועד|זמן|medium
ארוךטווח|זמן|medium
עשור|זמן|hard
מאה|זמן|hard
אלף|זמן|hard
היסטוריה|זמן|hard
כרונולוגיה|זמן|hard
שנתון|זמן|hard
עונתיות|זמן|hard
ממחזור|זמן|hard
מחזורתנועה|זמן|hard

עץ|חומרים|easy
אבן|חומרים|easy
חול|חומרים|easy
עפר|חומרים|easy
מים|חומרים|easy
קרח|חומרים|easy
מתכת|חומרים|easy
ברזל|חומרים|easy
פלדה|חומרים|easy
נחושת|חומרים|easy
זהב|חומרים|easy
כסף|חומרים|easy
אלומיניום|חומרים|easy
זכוכית|חומרים|easy
פלסטיק|חומרים|easy
גומי|חומרים|easy
בד|חומרים|easy
עור|חומרים|easy
עץאורן|חומרים|easy
עץאלון|חומרים|easy
צמר|חומרים|easy
כותנה|חומרים|easy
משי|חומרים|easy
ניילון|חומרים|easy
פוליאסטר|חומרים|easy
קרמיקה|חומרים|easy
חרס|חומרים|easy
בטון|חומרים|easy
אספלט|חומרים|easy
שיש|חומרים|easy
גרניט|חומרים|easy
בזלת|חומרים|easy
גבס|חומרים|easy
צבע|חומרים|easy
דבק|חומרים|easy
שמן|חומרים|easy
דלק|חומרים|easy
נייר|חומרים|easy
קרטון|חומרים|easy
עופרת|חומרים|medium
אבץ|חומרים|medium
בדיל|חומרים|medium
ניקל|חומרים|medium
כרום|חומרים|medium
טיטניום|חומרים|medium
פחם|חומרים|medium
גרפיט|חומרים|medium
סיליקון|חומרים|medium
זפת|חומרים|medium
פרופיל|חומרים|medium
פיברגלס|חומרים|medium
סיבי|חומרים|medium
קומפוזיט|חומרים|medium
מינרל|חומרים|medium
קריסטל|חומרים|medium
מלח|חומרים|medium
סוכר|חומרים|medium
עמילן|חומרים|medium
גיר|חומרים|medium
מלט|חומרים|medium
שרף|חומרים|medium
לטקס|חומרים|medium
חימר|חומרים|medium
טיט|חומרים|medium
ברונזה|חומרים|medium
פליז|חומרים|medium
נירוסטה|חומרים|medium
סגסוגת|חומרים|medium
דבקון|חומרים|medium
ספוג|חומרים|medium
פולימר|חומרים|hard
תרכובת|חומרים|hard
איזוטופ|חומרים|hard
מוליך|חומרים|hard
מבודד|חומרים|hard
קראמיקה|חומרים|hard
אפוקסי|חומרים|hard
פיבר|חומרים|hard
ארמיד|חומרים|hard
קבון|חומרים|hard

